TITLE;Computer Science
Some characterizations of the preimage of $A_{\infty}$ for the Hardy-Littlewood maximal operator and consequences;1
Magma oceans and enhanced volcanism on TRAPPIST-1 planets due to induction heating;0
Coqatoo: Generating Natural Language Versions of Coq Proofs;0
Buildup of Speaking Skills in an Online Learning Community: A Network-Analytic Exploration;1
A Note on Kaldi's PLDA Implementation;0
Breakdown of the Chiral Anomaly in Weyl Semimetals in a Strong Magnetic Field;1
Predicting Auction Price of Vehicle License Plate with Deep Recurrent Neural Network;1
Magnetic field--induced modification of selection rules for Rb D$_2$ line monitored by selective reflection from a vapor nanocell;1
An Adaptive, Multivariate Partitioning Algorithm for Global Optimization of Nonconvex Programs;1
Twists of quantum Borel algebras;0
Distributions and Statistical Power of Optimal Signal-Detection Methods In Finite Cases;1
Cubical-like geometry of quasi-median graphs and applications to geometric group theory;0
Doubly Nested Network for Resource-Efficient Inference;0
Structural and bonding character of potassium-doped p-terphenyl superconductors;1
Influence of the Forward Difference Scheme for the Time Derivative on the Stability of Wave Equation Numerical Solution;0
Uniqueness of the von Neumann continuous factor;0
A hybrid finite volume -- finite element method for bulk--surface coupled problems;1
From Quenched Disorder to Continuous Time Random Walk;0
Network Flows that Solve Least Squares for Linear Equations;0
A Framework for Evaluating Model-Driven Self-adaptive Software Systems;1
Second order necessary and sufficient optimality conditions for singular solutions of partially-affine control problems;0
Bipartite Envy-Free Matching;0
Phase diagram of a generalized off-diagonal Aubry-André model with p-wave pairing;1
Around Average Behavior: 3-lambda Network Model;0
Hierarchical star formation across the grand design spiral NGC1566;1
Informed Asymptotically Optimal Anytime Search;0
Certifying coloring algorithms for graphs without long induced paths;1
Efficient Estimation for Dimension Reduction with Censored Data;1
Analysis of error control in large scale two-stage multiple hypothesis testing;0
Subdifferential characterization of probability functions under Gaussian distribution;1
XES Tensorflow - Process Prediction using the Tensorflow Deep-Learning Framework;0
EPTL - A temporal logic for weakly consistent systems;0
An initial-boundary value problem for the integrable spin-1 Gross-Pitaevskii equations with a 4x4 Lax pair on the half-line;1
4-DoF Tracking for Robot Fine Manipulation Tasks;0
Absence of chaos in Digital Memcomputing Machines with solutions;1
New ideas for tests of Lorentz invariance with atomic systems;1
Fine-resolution analysis of exoplanetary distributions by wavelets: hints of an overshooting iceline accumulation;1
Small sets in dense pairs;1
Meta-Learning MCMC Proposals;1
Putting Self-Supervised Token Embedding on the Tables;0
Enhanced ferromagnetic transition temperature induced by a microscopic structural rearrangement in the diluted magnetic semiconductor Ge$_{1-x}$Mn$_{x}$Te;1
Getting the public involved in Quantum Error Correction;0
Courcelle's Theorem Made Dynamic;0
PorePy: An Open-Source Simulation Tool for Flow and Transport in Deformable Fractured Rocks;0
Second-grade fluids in curved pipes;1
Designing nearly tight window for improving time-frequency masking;1
Asymptotic Properties of Recursive Maximum Likelihood Estimation in Non-Linear State-Space Models;1
A Fast Integrated Planning and Control Framework for Autonomous Driving via Imitation Learning;0
Microservices in Practice: A Survey Study;1
Predicted novel insulating electride compound between alkali metals lithium and sodium under high pressure;1
The relationship between $k$-forcing and $k$-power domination;0
The transition matrix between the Specht and web bases is unipotent with additional vanishing entries;1
Robotic Wireless Sensor Networks;0
Using Mode Connectivity for Loss Landscape Analysis;1
Lifelong Generative Modeling;0
Finding Root Causes of Floating Point Error with Herbgrind;0
Catalog of Candidates for Quasars at 3 < z < 5.5 Selected among X-Ray Sources from the 3XMM-DR4 Survey of the XMM-Newton Observatory;0
The Theta Number of Simplicial Complexes;0
Prediction Scores as a Window into Classifier Behavior;1
Effective perturbation theory for linear operators;0
I-MMSE relations in random linear estimation and a sub-extensive interpolation method;1
Non-convex Finite-Sum Optimization Via SCSG Methods;1
Minority carrier diffusion lengths and mobilities in low-doped n-InGaAs for focal plane array applications;0
Layered semi-convection and tides in giant planet interiors - I. Propagation of internal waves;1
A new Weber type integral equation related to the Weber-Titchmarsh problem;0
Non-commutative Discretize-then-Optimize Algorithms for Elliptic PDE-Constrained Optimal Control Problems;1
Gate-Variants of Gated Recurrent Unit (GRU) Neural Networks;1
Some results on the annihilators and attached primes of local cohomology modules;0
Translation matrix elements for spherical Gauss-Laguerre basis functions;1
A theoretical analysis of extending frequency-bin entanglement from photon-photon to atom-photon hybrid systems;0
Parallel Concatenation of Bayesian Filters: Turbo Filtering;1
Shot noise in ultrathin superconducting wires;0
Linearity of stability conditions;0
Urban Data Streams and Machine Learning: A Case of Swiss Real Estate Market;1
BinPro: A Tool for Binary Source Code Provenance;1
The placement of the head that maximizes predictability. An information theoretic approach;0
Nonparametric regression using deep neural networks with ReLU activation function;1
Unsupervised Learning of Neural Networks to Explain Neural Networks (extended abstract);1
Measuring Cognitive Conflict in Virtual Reality with Feedback-Related Negativity;0
Strong deformations of DNA: Effect on the persistence length;0
BézierGAN: Automatic Generation of Smooth Curves from Interpretable Low-Dimensional Parameters;1
Raman scattering study of tetragonal magnetic phase in Sr$_{1-x}$Na$_x$Fe$_2$As$_2$: structural symmetry and electronic gap;0
Learning Mixture of Gaussians with Streaming Data;1
Dust in the reionization era: ALMA observations of a $z$=8.38 Galaxy;0
Green-Blue Stripe Pattern for Range Sensing from a Single Image;0
It Takes (Only) Two: Adversarial Generator-Encoder Networks;0
Electrostatic gyrokinetic simulation of global tokamak boundary plasma and the generation of nonlinear intermittent turbulence;1
The Montecinos-Balsara ADER-FV Polynomial Basis: Convergence Properties & Extension to Non-Conservative Multidimensional Systems;1
Reducibility of the Quantum Harmonic Oscillator in $d$-dimensions with Polynomial Time Dependent Perturbation;1
Model Order Selection Rules For Covariance Structure Classification;1
Enhancing Interpretability of Black-box Soft-margin SVM by Integrating Data-based Priors;1
CollaGAN : Collaborative GAN for Missing Image Data Imputation;1
A Kuroda-style j-translation;0
Electrical 2π phase control of infrared light in a 350nm footprint using graphene plasmons;0
Existence of closed geodesics through a regular point on translation surfaces;1
Mathematical and numerical validation of the simplified spherical harmonics approach for time-dependent anisotropic-scattering transport problems in homogeneous media;0
L1-norm Principal-Component Analysis of Complex Data;1
Viscous dissipation of surface waves and its relevance to analogue gravity experiments;0
Neural Optimizer Search with Reinforcement Learning;0
Hybrid Sterility Can Only be Primary When Acting as a Reproductive Barrier for Sympatric Speciation,;0
Point-Cloud-Based Aerial Fragmentation Analysis for Application in the Minerals Industry;0
DyNet: The Dynamic Neural Network Toolkit;1
Polyteam Semantics;1
Where Classification Fails, Interpretation Rises;1
Prior matters: simple and general methods for evaluating and improving topic quality in topic modeling;1
Buckling in Armored Droplets;0
Density of Analytic Polynomials in Abstract Hardy Spaces;0
On non-Abelian Lie Bracket of Generalized Covariant Hamilton Systems;0
The Topology of Statistical Verifiability;0
A spectral approach to the linking number in the 3-torus;0
Volkov-Pankratov states in topological heterojunctions;1
Sampling-based Estimation of In-degree Distribution with Applications to Directed Complex Networks;0
Phase I results with the Large Angle Beamstrahlung Monitor (LABM) with SuperKEKB beams;1
Network flow of mobile agents enhances the evolution of cooperation;1
Neural Face Editing with Intrinsic Image Disentangling;0
Data Reduction and Image Reconstruction Techniques for Non-Redundant Masking;1
Dynamic transport in a quantum wire driven by spin-orbit interaction;1
A Nonlinear Kernel Support Matrix Machine for Matrix Learning;1
Noisy Networks for Exploration;0
Global stability of the Rate Control Protocol (RCP) and some implications for protocol design;1
Performance Evaluation of Channel Decoding With Deep Neural Networks;1
Trading Bounds for Memory in Games with Counters;1
On the Tropical Discs Counting on Elliptic K3 Surfaces with General Singular Fibres;0
The Frobenius problem for four numerical semigroups;0
Coherence and its Role in Excitation Energy Transfer in Fenna-Mathews-Olson Complex;0
Optimal Caching and Scheduling for Cache-enabled D2D Communications;0
Phytoplankton Hotspot Prediction With an Unsupervised Spatial Community Model;0
Effective field theory for dissipative fluids (II): classical limit, dynamical KMS symmetry and entropy current;1
Quantum non demolition measurements: parameter estimation for mixtures of multinomials;1
Why We Need New Evaluation Metrics for NLG;0
First constraints on fuzzy dark matter from Lyman-$α$ forest data and hydrodynamical simulations;1
On functionals involving the torsional rigidity related to some classes of nonlinear operators;1
Quasars Probing Quasars IX. The Kinematics of the Circumgalactic Medium Surrounding z ~ 2 Quasars;0
Deep Learning with Permutation-invariant Operator for Multi-instance Histopathology Classification;1
Reeb dynamics inspired by Katok's example in Finsler geometry;0
Pressure-induced magnetic collapse and metallization of $\mathrm{TlF}{\mathrm{e}}_{1.6}\mathrm{S}{\mathrm{e}}_{2}$;0
Real-Time Adaptive Image Compression;0
